id,canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,interval
375,O=C(CSc1oc(nn1)c2ccccc2)N3CCN(CC3)c4ccccc4,CHEMBL566706,4.52,IC50,A
376,Cc1onc(NC(=O)COC(=O)c2cc(ccc2C)S(=O)(=O)Nc3cccc(C)c3)c1,CHEMBL567323,4.52,IC50,A
377,O=C(COC(=O)c1cc(nc2ccccc12)c3occc3)NCc4ccc5OCOc5c4,CHEMBL567531,4.52,IC50,A
378,OC1=C(Oc2cc(O)ccc2C1=O)c3ccc(O)c(O)c3,CHEMBL31574,4.52,IC50,A
379,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)Nc1ccc(O)cc1,CHEMBL39878,4.52,IC50,A
380,COC(=O)c1ccc(cc1)c2onc(n2)c3oc(Br)cc3,CHEMBL567735,4.52,IC50,A
381,[Cl-].Fc1ccc(cc1)c2cs[n+](SCC(=O)NC(=O)NCc3occc3)c2,CHEMBL566690,4.22,IC50,A
386,CCNc1nc(Nc2ccccc2)nc(n1)C#N,CHEMBL567161,6.15,IC50,B
387,N#Cc1nc(NC2CCCC2)nc(Nc3ccccc3)n1,CHEMBL566069,6.15,IC50,B
388,CCCNc1nc(Nc2ccccc2)nc(n1)C#N,CHEMBL576847,6.1,IC50,B
389,CC(C)Nc1nc(Nc2ccccc2)nc(n1)C#N,CHEMBL566691,6.05,IC50,B
390,N#Cc1nc(NCC2CC2)nc(Nc3ccccc3)n1,CHEMBL567135,6.05,IC50,B
391,CC(C)CNc1nc(Nc2ccccc2)nc(n1)C#N,CHEMBL565866,6.05,IC50,B
392,CCCCNc1nc(Nc2ccccc2)nc(n1)C#N,CHEMBL566067,6.05,IC50,B
393,OCCCCNc1nc(Nc2ccccc2)nc(n1)C#N,CHEMBL567137,6.05,IC50,B
394,CNc1nc(Nc2ccccc2)nc(n1)C#N,CHEMBL567354,5.9,IC50,A
395,N#Cc1nc(NC2CCCCC2)nc(Nc3ccccc3)n1,CHEMBL578161,5.85,IC50,A
396,OCCNc1nc(Nc2ccccc2)nc(n1)C#N,CHEMBL567769,5.8,IC50,A
397,[O-][N+](=O)c1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL567783,7.2,IC50,B
398,Fc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL567784,7.1,IC50,B
399,Clc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL567785,7.1,IC50,B
400,Brc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL566924,7.0,IC50,B
401,Fc1ccc(Nc2nc(NC3CCCC3)nc(n2)C#N)cc1,CHEMBL567147,6.9,IC50,B
402,Cc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL576648,6.9,IC50,B
403,Brc1ccc(Nc2nc(NC3CCCC3)nc(n2)C#N)cc1,CHEMBL566903,5.95,IC50,A
404,N#Cc1nc(NC2CCCC2)nc(Nc3cccc(c3)c4ccccc4)n1,CHEMBL566273,5.65,IC50,A
405,Fc1cc(F)cc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL568171,7.2,IC50,B
406,Clc1cc(Cl)cc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL568172,6.4,IC50,B
407,FC(F)CNc1nc(Nc2cc(F)cc(F)c2)nc(n1)C#N,CHEMBL567340,7.6,IC50,B
408,CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(nc12)C#N,CHEMBL567341,8.0,IC50,C
409,FC(F)Cn1cnc2c(Nc3cc(F)cc(F)c3)nc(nc12)C#N,CHEMBL578159,7.89,IC50,B
410,Fc1cc(F)cc(Nc2nc(nc3c2ncn3C4CCCC4)C#N)c1,CHEMBL567142,7.75,IC50,B
411,CCn1cnc2c(Nc3cccc(Cl)c3)nc(nc12)C#N,CHEMBL577121,7.75,IC50,B
412,Clc1cccc(Nc2nc(nc3c2ncn3C4CCCC4)C#N)c1,CHEMBL578162,7.4,IC50,B
413,FC(F)CNc1nc(nc2c1ncn2c3cc(F)cc(F)c3)C#N,CHEMBL567786,7.3,IC50,B
414,CCNc1nc(nc2c1ncn2c3cccc(Cl)c3)C#N,CHEMBL566904,7.2,IC50,B
415,FC(F)CNc1nc(nc2c1ncn2c3cccc(Cl)c3)C#N,CHEMBL566905,7.15,IC50,B
416,CCNc1nc(nc2c1ncn2c3cc(F)cc(F)c3)C#N,CHEMBL567134,6.6,IC50,B
417,Fc1cc(F)cc(c1)n2cnc3c(NC4CCCC4)nc(nc23)C#N,CHEMBL585873,6.5,IC50,B
418,CCOc1nc(nc(n1)N2CCCCC2)C#N,CHEMBL571295,7.05,IC50,B
419,Nc1nc(nc(n1)N(c2ccccc2)c3ccccc3)C#N,CHEMBL577764,7.16,IC50,B
420,[O-][N+](=O)c1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL567783,9.0,IC50,C
421,Fc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL567784,8.0,IC50,C
422,Clc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL567785,8.7,IC50,C
423,Brc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL566924,8.7,IC50,C
424,Fc1ccc(Nc2nc(NC3CCCC3)nc(n2)C#N)cc1,CHEMBL567147,7.52,IC50,B
425,Cc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL576648,7.52,IC50,B
426,Brc1ccc(Nc2nc(NC3CCCC3)nc(n2)C#N)cc1,CHEMBL566903,7.22,IC50,B
427,N#Cc1nc(NC2CCCC2)nc(Nc3cccc(c3)c4ccccc4)n1,CHEMBL566273,7.3,IC50,B
428,FC(F)(F)c1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL579273,7.4,IC50,B
429,Fc1cc(F)cc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL568171,8.4,IC50,C
430,Clc1cc(Cl)cc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1,CHEMBL568172,8.0,IC50,C
431,FC(F)CNc1nc(Nc2cc(F)cc(F)c2)nc(n1)C#N,CHEMBL567340,9.0,IC50,C
432,CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(nc12)C#N,CHEMBL567341,9.7,IC50,C
433,CCn1cnc2c(Nc3cccc(Cl)c3)nc(nc12)C#N,CHEMBL577121,9.4,IC50,C
434,Clc1cccc(Nc2nc(nc3c2ncn3C4CCCC4)C#N)c1,CHEMBL578162,9.52,IC50,C
435,Nc1nc(nc(n1)N(c2ccccc2)c3ccccc3)C#N,CHEMBL577764,6.75,Ki,B
436,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@@](C)(NCc3ccc4ncccc4c3)C(C)C,CHEMBL600002,6.34,Ki,B
437,CCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@@](C)(NCc3ccc4ncccc4c3)C(C)C,CHEMBL604946,5.98,Ki,A
438,CC(C)[C@](C)(NCc1ccc2ncccc2c1)c3cn(nn3)C(C)C(=O)COc4c(F)c(F)cc(F)c4F,CHEMBL602886,5.17,Ki,A
439,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@@](C)(NCc3ccc4ncccc4c3)C5CC5,CHEMBL592403,6.03,Ki,B
440,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@](C)(CC(C)C)NCc3ccc4ncccc4c3,CHEMBL592404,7.0,Ki,B
441,CCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@](C)(CC(C)C)NCc3ccc4ncccc4c3,CHEMBL603089,6.72,Ki,B
442,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@@](C)(NCc3ccc4ncccc4c3)C5CCC5,CHEMBL579303,6.89,Ki,B
443,CCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@@](C)(NCc3ccc4ncccc4c3)C5CCC5,CHEMBL602277,6.46,Ki,B
444,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@@](C)(NCc3ccc4ncccc4c3)C5CCCC5,CHEMBL592646,6.96,Ki,B
445,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@@](C)(NCc3ccc4ncccc4c3)C5CCCCC5,CHEMBL591771,5.91,Ki,A
456,CN1CCN(CC1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCc3ccccc3)\C=C\S(=O)(=O)c4ccccc4,CHEMBL91704,8.4,IC50,C
457,Cc1nc(sc1C(=O)N[C@@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3)c4ccccc4,CHEMBL1078675,5.0,IC50,A
458,Cc1nc(sc1C(=O)N[C@@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3)c4cccnc4,CHEMBL1078778,5.7,IC50,A
459,Cc1nc(sc1C(=O)N[C@@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3)c4cnccn4,CHEMBL1078779,6.0,IC50,B
460,O=C(N[C@@H](CCc1ccccc1)\C=C\S(=O)(=O)c2ccccc2)c3onc(c3)c4ccccc4,CHEMBL1078855,5.7,IC50,A
461,O=C(N[C@@H](CCc1ccccc1)\C=C\S(=O)(=O)c2ccccc2)c3onc(c3)c4ccncc4,CHEMBL1078981,5.3,IC50,A
462,O=C(N[C@@H](CCc1ccccc1)\C=C\S(=O)(=O)c2ccccc2)c3onc(c3)c4cccnc4,CHEMBL1079067,6.0,IC50,B
463,O=C(N[C@@H](CCc1ccccc1)\C=C\S(=O)(=O)c2ccccc2)c3onc(c3)c4ccccn4,CHEMBL1079068,5.22,IC50,A
464,Clc1ccc(cc1)C(=O)[C@@H]2CCCC[C@H]2C(=O)N[C@@H](CCc3ccccc3)\C=C\S(=O)(=O)c4ccccc4,CHEMBL1079162,7.3,IC50,B
468,CC(C)\N=C\1/C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,CHEMBL1292,4.4,IC50,A
471,[Cl-].CN(C)c1ccc2N=C3C=CC(=[N+](C)C)C=C3Sc2c1,CHEMBL405110,4.07,IC50,A
472,O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4,CHEMBL21333,4.17,IC50,A
474,Cl.CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,CHEMBL1083993,5.4,IC50,A
475,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc4ccc(cc4)c5ccccc5c6nn[nH]n6,CHEMBL1014,4.38,IC50,A
479,CC(C)\N=C\1/C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,CHEMBL1292,5.22,IC50,A
482,Cc1cc(cc(C)c1Oc2nc(Nc3ccc(cc3)C#N)nc(N)c2Br)C#N,CHEMBL308954,5.4,IC50,A
483,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2,CHEMBL672,4.21,IC50,A
484,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,CHEMBL939,4.06,IC50,A
486,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OCC5COC(Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,CHEMBL64391,5.52,IC50,A
487,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN3CCN(CC3)C(c4ccccc4)c5ccccc5)C,CHEMBL1085699,5.22,IC50,A
489,CC(=CCC\C(=C\CC\C(=C\CC\C(=C\CC1=C(C)C(=O)c2ccccc2C1=O)\C)\C)\C)C,CHEMBL259223,4.75,IC50,A
490,[Cl-].CN(C)c1ccc2N=C3C=CC(=[N+](C)C)C=C3Sc2c1,CHEMBL405110,4.26,IC50,A
492,O=C(Nc1cccc2C(=O)C=C(Oc12)c3nn[nH]n3)c4ccc(OCCCCc5ccccc5)cc4,CHEMBL21333,5.16,IC50,A
493,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,CHEMBL81,4.48,IC50,A
494,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(OC(=O)c3cccnc3)c(C)c(C)c2O1,CHEMBL1084541,4.01,IC50,A
495,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,CHEMBL1086440,4.82,IC50,A
496,CC(NC(=O)c1ccccc1Cl)C(=O)OC(C(=O)Nc2cc(ccc2Cl)C(F)(F)F)c3ccccc3,CHEMBL1173325,4.96,IC50,A
497,Cc1cc(ccc1[N+](=O)[O-])C(=O)NCC(=O)OC(C(=O)Nc2cc(ccc2Cl)C(F)(F)F)c3ccccc3,CHEMBL1171857,6.4,IC50,B
498,Cc1onc(NC(=O)COC(=O)C(Cc2ccccc2)NC(=O)c3occc3)c1,CHEMBL1172020,4.42,IC50,A
499,COc1ccc(Cl)cc1NC(=O)COC(=O)C(CC(C)C)N2C(=O)C3CC=CCC3C2=O,CHEMBL1172021,6.0,IC50,B
500,CC(C)C(NC(=O)c1occc1)C(=O)NCC(N2CCCCC2)c3occc3,CHEMBL1172022,5.16,IC50,A
501,Cc1ccccc1OCC(=O)NCC(=O)OCC(=O)c2ccc3ccccc3c2,CHEMBL1172971,6.16,IC50,B
502,Clc1ccc(cc1)C(=O)NCC(=O)OCC(=O)c2ccc3OCCOc3c2,CHEMBL1172972,6.3,IC50,B
503,FC(F)(F)c1ccc(Cl)c(NC(=O)C(OC(=O)CNC(=O)c2ccccc2)c3ccccc3)c1,CHEMBL1173672,6.52,IC50,B
504,COCCn1c(C)cc(C(=O)COC(=O)CNC(=O)c2ccccc2)c1C,CHEMBL1173673,4.75,IC50,A
505,Cc1onc(NC(=O)COC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)c4ccc(F)cc4)c1,CHEMBL1173691,5.52,IC50,A
506,FC(F)(F)c1cc(Cl)ccc1NC(=O)C(OC(=O)CNC(=O)c2ccc(Cl)cc2)c3ccccc3,CHEMBL1173692,6.16,IC50,B
507,FC(F)(F)c1ccc(Cl)c(NC(=O)C(OC(=O)CNC(=O)c2ccccc2)c3ccccc3)c1,CHEMBL1173672,7.16,Ki,B
508,COc1ccc(NC(=O)COC(=O)C(CC(C)C)N2C(=O)C3CC=CCC3C2=O)cc1Cl,CHEMBL1173693,6.1,Ki,B
509,Brc1ccccc1OCC(=O)NCCc2nc3ccccc3[nH]2,CHEMBL1173694,5.7,Ki,A
510,Clc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1,CHEMBL597857,5.7,Ki,A
511,CC(C)C(NC(=O)c1occc1)C(=O)NCC(N2CCCCC2)c3occc3,CHEMBL1172022,5.22,Ki,A
512,CC1S\C(=N\N=C\CCSc2ccc(Cl)cc2)\NC1=O,CHEMBL1276253,6.7,IC50,B
513,CC1S\C(=N\N=C\CSc2ccc(C)cc2)\NC1=O,CHEMBL1276301,4.69,IC50,A
514,CC1S\C(=N\N=C\CCSc2ccccc2)\NC1=O,CHEMBL1276198,6.4,IC50,B
515,CC1S\C(=N\N=C\CCSc2ccccc2)\NC1=S,CHEMBL1275672,7.22,IC50,B
516,CC\C(=N/N=C(/N)\S)\c1cccc(Br)c1,CHEMBL313679,7.4,IC50,B
517,C\C(=N/N=C(/N)\S)\c1ccc(Cl)c(Cl)c1,CHEMBL90512,7.0,IC50,B
518,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)N3CCNCC3)C(F)(F)F)C(=O)NCC#N,CHEMBL195454,8.74,IC50,C
519,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N,CHEMBL1289440,8.1,IC50,C
520,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N,CHEMBL1289441,6.74,IC50,B
521,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](CC(F)(F)F)C#N,CHEMBL1289553,6.89,IC50,B
522,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](CCc3ccccc3)C#N,CHEMBL1288521,6.29,IC50,B
523,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccncc3)C#N,CHEMBL1289660,8.22,IC50,C
524,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N,CHEMBL1288523,9.0,IC50,C
525,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@H](Cc3ccc(cc3F)C#N)C#N,CHEMBL1288524,7.77,IC50,B
526,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N)C(F)(F)F)C(=O)N[C@@H](Cc4ccccc4)C#N,CHEMBL1288525,8.52,IC50,C
527,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N4CCOCC4)C(F)(F)F)C(=O)N[C@@H](Cc5ccccc5)C#N,CHEMBL1288526,8.52,IC50,C
528,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N,CHEMBL1288527,8.1,IC50,C
529,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)c3ccncc3)C(F)(F)F)C(=O)N[C@@H](Cc4ccccc4)C#N,CHEMBL1288528,8.1,IC50,C
530,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2cn[nH]c2)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N,CHEMBL1289764,7.48,IC50,B
531,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N,CHEMBL399361,9.7,IC50,C
532,CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC3CC3)C(=O)N[C@@H](Cc4ccccc4)C#N)C(F)(F)F,CHEMBL1289988,7.8,IC50,B
533,CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(Cl)Cl)C(=O)N[C@@H](Cc3ccccc3)C#N)C(F)(F)F,CHEMBL1290084,10.0,IC50,C
534,CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C#N)C(F)(F)F,CHEMBL1288529,8.15,IC50,C
535,CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N,CHEMBL1290191,8.7,IC50,C
536,CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](C3CC3)C(=O)N[C@@H](Cc4ccccc4)C#N)C(F)(F)F,CHEMBL1290303,8.15,IC50,C
537,CC(C)(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N,CHEMBL1290418,6.42,IC50,B
538,CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N,CHEMBL1288530,9.7,IC50,C
539,CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N)C(F)(F)F)C(=O)N[C@@H](Cc4ccc(cc4F)C#N)C#N,CHEMBL1288531,9.7,IC50,C
540,CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N,CHEMBL1288532,9.4,IC50,C
541,Oc1ccccc1\C=N\NC(=O)\C=C\c2ccccc2,CHEMBL2042780,4.28,IC50,A
542,Oc1ccccc1\C=N\NC(=O)\C=C\c2ccc3OCOc3c2,CHEMBL2042788,4.13,IC50,A
543,COc1cc(\C=N\NC(=O)\C=C\c2cc(OC)c(OC)c(OC)c2)cc(c1O)[N+](=O)[O-],CHEMBL2042791,4.34,IC50,A
544,COc1cc(\C=C\C(=O)N\N=C\c2ccccc2O)cc(c1OC)[N+](=O)[O-],CHEMBL2042792,4.08,IC50,A
545,COc1cc(\C=N\NC(=O)\C=C\c2cc(OC)c(OC)c(c2)[N+](=O)[O-])cc(c1O)[N+](=O)[O-],CHEMBL2042793,4.35,IC50,A
546,Brc1ccc(cc1)C(=O)\C=C\c2ccc3OCOc3c2,CHEMBL507837,4.7,IC50,A
547,COc1ccc2cc(O)c(cc2c1)C(=O)N\N=C\c3c(O)ccc4ccccc34,CHEMBL2042801,6.22,IC50,B
548,Brc1ccc(cc1)c2noc(n2)C(=O)N\N=C\c3ccc4OCOc4c3,CHEMBL2158234,7.52,IC50,B
549,COc1cc(\C=N\NC(=O)c2onc(n2)c3ccc(Br)cc3)ccc1O,CHEMBL2158133,6.7,IC50,B
550,COc1cc(\C=N\NC(=O)c2onc(n2)c3ccc(Cl)cc3)ccc1O,CHEMBL2158132,7.4,IC50,B
551,CC1S\C(=N\N=C\CSc2ccc(C)cc2)\NC1=O,CHEMBL1276301,4.69,IC50,A
552,CC1S\C(=N\N=C\CCSc2ccccc2)\NC1=O,CHEMBL1276198,6.4,IC50,B
553,CCC1S\C(=N\N=C(/C)\COc2ccccc2)\N(C)C1=O,CHEMBL2180669,4.5,IC50,A
554,CC(C)C1S\C(=N\N=C(/C)\COc2ccccc2)\NC1=O,CHEMBL2180665,4.72,IC50,A
555,CCC1S\C(=N\N=C(/C)\COc2ccccc2)\NC1=S,CHEMBL2180345,4.73,IC50,A
556,CCC1S\C(=N\N=C(/C)\COc2ccccc2)\N(C1=O)c3ccc(C)cc3,CHEMBL2180346,4.93,IC50,A
557,CC1S\C(=N\N=C(/C)\COc2ccccc2)\N(C1=O)c3ccccc3,CHEMBL2180340,4.97,IC50,A
558,C\C(=N/N=C\1/SCC(=O)N1c2ccccc2)\COc3ccccc3,CHEMBL2180339,4.99,IC50,A
559,CCC1S\C(=N\N=C(/C)\COc2ccccc2)\N(C1=O)c3ccccc3,CHEMBL2180341,5.02,IC50,A
560,CCC1S\C(=N\N=C(/C)\COc2ccccc2)\N(C1=O)c3ccc(OC)cc3,CHEMBL2180347,5.06,IC50,A
561,CC(C)C1S\C(=N\N=C(/C)\COc2ccccc2)\N(C)C1=O,CHEMBL2180670,5.1,IC50,A
562,C\C(=N/N=C\1/SC(C(=S)N1c2ccccc2)c3ccccc3)\COc4ccccc4,CHEMBL2180344,5.16,IC50,A
563,CC(C)C1S\C(=N\N=C(/C)\COc2ccccc2)\N(C1=O)c3ccccc3,CHEMBL2180342,5.18,IC50,A
565,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,CHEMBL151,4.56,IC50,A
566,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,CHEMBL44,4.08,IC50,A
567,CS(=O)(=O)c1sc(C(=O)NC(=S)Nc2ccc(OC(F)(F)F)cc2)c3ccccc13,CHEMBL2402106,5.16,IC50,A
568,O=C(NC(=S)Nc1ncccc1OCc2ccccc2)c3cccn3S(=O)(=O)c4ccccc4,CHEMBL2402109,5.52,IC50,A
569,Cn1nc(cc1c2ccc(NC(=O)Nc3cccc(c3)C(F)(F)F)s2)C(F)(F)F,CHEMBL2402102,5.51,IC50,A
570,CCOC(=O)c1ccc(NC(=S)NC(=O)c2ccc(Cl)c(Cl)c2)cc1,CHEMBL2402107,5.72,IC50,A
571,FC(F)(F)c1ccc(cc1)c2nc(NC(=O)Nc3ccc(Cl)cc3)cs2,CHEMBL2402103,5.92,IC50,A
572,CCCC\C(=N\NC(=[Se])N)\c1ccc(Cl)c(Cl)c1,CHEMBL3221953,8.19,Ki,C
573,C\C(=N/NC(=[Se])N)\c1cccc(Br)c1,CHEMBL3221948,7.53,Ki,B
574,NC(=[Se])NN=C(c1cccc(Br)c1)c2cccc(Br)c2,CHEMBL3221952,7.88,Ki,B
575,CCCC\C(=N\NC(=[Se])N)\c1ccc(Cl)c(Cl)c1,CHEMBL3221953,8.43,Ki,C
576,C\C(=N\NC(=S)N)\c1cccc(Br)c1,CHEMBL2297590,6.85,Ki,B
577,O=C(COc1ccccc1)NCCc2nc3ccccc3[nH]2,CHEMBL1572619,4.96,IC50,A
578,Fc1ccccc1OCC(=O)NCCc2nc3ccccc3[nH]2,CHEMBL3233081,5.28,IC50,A
579,Clc1ccccc1OCC(=O)NCCc2nc3ccccc3[nH]2,CHEMBL3233082,5.52,IC50,A
580,Brc1ccccc1OCC(=O)NCCc2nc3ccccc3[nH]2,CHEMBL1173694,6.1,IC50,B
581,Ic1ccccc1OCC(=O)NCCc2nc3ccccc3[nH]2,CHEMBL3233083,5.8,IC50,A
582,O=C(COc1ccccc1C#N)NCCc2nc3ccccc3[nH]2,CHEMBL3233084,4.19,IC50,A
583,[O-][N+](=O)c1ccccc1OCC(=O)NCCc2nc3ccccc3[nH]2,CHEMBL3233085,4.88,IC50,A
584,Cc1ccccc1OCC(=O)NCCc2nc3ccccc3[nH]2,CHEMBL1346687,5.39,IC50,A
585,Brc1cccc(OCC(=O)NCCc2nc3ccccc3[nH]2)c1,CHEMBL3233088,6.1,IC50,B
586,Brc1ccc(OCC(=O)NCCc2nc3ccccc3[nH]2)cc1,CHEMBL3233089,5.57,IC50,A
587,O=C(COc1cccc2ccccc12)NCCc3nc4ccccc4[nH]3,CHEMBL3233090,5.28,IC50,A
588,O=C(COc1ccc2ccccc2c1)NCCc3nc4ccccc4[nH]3,CHEMBL3233091,5.52,IC50,A
589,O=Cc1c(OCC(=O)NCCc2nc3ccccc3[nH]2)ccc4ccccc14,CHEMBL3233092,4.87,IC50,A
590,OCc1c(OCC(=O)NCCc2nc3ccccc3[nH]2)ccc4ccccc14,CHEMBL3233093,4.9,IC50,A
591,Oc1c(OCC(=O)NCCc2nc3ccccc3[nH]2)ccc4ccccc14,CHEMBL3233094,5.09,IC50,A
592,Brc1c(OCC(=O)NCCc2nc3ccccc3[nH]2)ccc4ccccc14,CHEMBL3233095,6.68,IC50,B
593,Brc1ccccc1CCC(=O)NCCc2nc3ccccc3[nH]2,CHEMBL3233096,4.11,IC50,A
594,O=C(CSc1ccccc1)NCCc2nc3ccccc3[nH]2,CHEMBL3233097,4.42,IC50,A
595,Clc1ccccc1OCC(=O)NCCc2nc3ccccc3n2CCC=C,CHEMBL3233115,4.62,IC50,A
596,CC(=O)n1c(CCNC(=O)COc2ccc(Br)cc2)nc3ccccc13,CHEMBL3233116,5.0,IC50,A
597,Clc1ccc2[nH]c(CCNC(=O)COc3ccc4ccccc4c3Br)nc2c1,CHEMBL3233118,6.22,IC50,B
