	canonical_smiles	molecule_chembl_id	pchembl_value	standard_type	interval
1292	COc1ccc(\C=C\C(=O)c2ccc(O)cc2O)cc1Br	CHEMBL2382055	4.17	IC50	A
1293	COc1ccc(\C=C\C(=O)c2ccc(O)cc2)cc1Br	CHEMBL2382054	4.53	IC50	A
1294	FCC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3	CHEMBL2368566	7.08	IC50	B
1295	CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2381996	4.19	Ki	A
1296	NC(=N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2381994	4.55	Ki	A
1297	N[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2381992	4.55	Ki	A
1298	NC(O)CCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2381990	4.57	Ki	A
1299	NC(=O)[C@H](Cc1ccc(N)cc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3	CHEMBL2381993	4.58	Ki	A
1300	Cc1ccccc1c2ccc(C[C@H](NC(=O)OCc3ccccc3)C(=O)N[C@@H](CCCCN)C(=O)N)cc2	CHEMBL2382002	4.64	Ki	A
1301	Cc1cccc(C)c1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N	CHEMBL2382064	4.7	Ki	A
1302	CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2381997	4.77	Ki	A
1303	C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL1672506	4.8	Ki	A
1304	CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL423787	4.85	Ki	A
1305	NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3	CHEMBL2381995	4.85	Ki	A
1306	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2)c3ccccc3)C(=O)N	CHEMBL2382065	5.05	Ki	A
1307	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C2=CCCC2)C(=O)N	CHEMBL2382077	5.11	Ki	A
1308	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)N)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2382084	5.16	Ki	A
1309	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2c(F)c(F)c(F)c(F)c2F)C(=O)N	CHEMBL2382072	5.17	Ki	A
1310	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C2CCCCN2)C(=O)N	CHEMBL2382076	5.21	Ki	A
1311	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccccn2)C(=O)N	CHEMBL2382073	5.26	Ki	A
1312	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc(N)nc2)C(=O)N	CHEMBL2382074	5.3	Ki	A
1313	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccnc(c2)c3cc(ccn3)C(=O)O)C(=O)N	CHEMBL2382075	5.34	Ki	A
1314	NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc3ccccc3)C(=O)N	CHEMBL2382061	5.38	Ki	A
1315	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2381988	5.38	Ki	A
1316	NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2381991	5.46	Ki	A
1317	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCc2ccccc2)C(=O)N	CHEMBL2382078	5.5	Ki	A
1318	NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2382060	5.51	Ki	A
1319	CN(C)c1ccc(cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N	CHEMBL2382067	5.54	Ki	A
1320	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cc(ccc2Cl)[N+](=O)[O-])C(=O)N	CHEMBL2382071	5.57	Ki	A
1321	CC(=O)Oc1ccc(cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N	CHEMBL2382070	5.58	Ki	A
1322	NCCCC[C@H](NC(=O)[C@H](Cc1ccc(cc1)c2ccc(cc2)c3ccccc3)NC(=O)OCc4ccccc4)C(=O)N	CHEMBL2382004	5.58	Ki	A
1323	CNCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2381989	5.58	Ki	A
1324	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCc2ccc(O)cc2)C(=O)N	CHEMBL2382079	5.6	Ki	A
1325	Cc1cccc(c1)c2ccc(C[C@H](NC(=O)OCc3ccccc3)C(=O)N[C@@H](CCCCN)C(=O)N)cc2	CHEMBL2382001	5.6	Ki	A
1326	CC(=O)Oc1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N	CHEMBL2382069	5.62	Ki	A
1327	NCCCC[C@H](NC(=O)[C@H](Cc1ccc(cc1)c2ccccc2)NC(=O)OCc3ccccc3)C(=O)N	CHEMBL2381998	5.62	Ki	A
1328	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc(Br)cc2)C(=O)N	CHEMBL2382068	5.64	Ki	A
1329	NCCCC[C@H](NC(=O)[C@H](Cc1ccc(cc1)c2cccc(N)c2)NC(=O)OCc3ccccc3)C(=O)N	CHEMBL2381999	5.75	Ki	A
1330	Cc1ccc(cc1)c2ccc(C[C@H](NC(=O)OCc3ccccc3)C(=O)N[C@@H](CCCCN)C(=O)N)cc2	CHEMBL2382003	5.77	Ki	A
1331	NCCCC[C@H](NC(=O)[C@H](Cc1ccc(cc1)c2cccc(Cl)c2)NC(=O)OCc3ccccc3)C(=O)N	CHEMBL2382000	5.77	Ki	A
1332	NCCCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2382062	5.85	Ki	A
1333	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2ccc3ccccc3c2)C(=O)N	CHEMBL2382066	6.0	Ki	B
1334	CC(C)(C)c1ccc(cc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N	CHEMBL2382063	6.0	Ki	B
1335	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2382083	6.05	Ki	B
1336	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc2ccccc2)C(=O)N	CHEMBL2382082	6.13	Ki	B
1337	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N	CHEMBL2382081	6.35	Ki	B
1338	NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)OCc4ccccc4)C(=O)N	CHEMBL2382080	6.41	Ki	B
1339	NCCCC[C@H](NC(=O)[C@H](Cc1ccc(cc1)c2cccs2)NC(=O)OCc3ccccc3)C(=O)N	CHEMBL2382005	6.92	Ki	B
1340	CC(=O)N1C[C@@H](C[C@H]1C(=O)NC2(CC2)C#N)S(=O)(=O)c3ccccc3Cl	CHEMBL3093936	4.53	IC50	A
1341	Clc1ccccc1S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3CCCCC3)C(=O)NC4(CC4)C#N	CHEMBL3093935	5.08	IC50	A
1342	Clc1ccccc1S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)c3ccccc3)C(=O)NC4(CC4)C#N	CHEMBL3093934	5.17	IC50	A
1343	CN(C)C(=O)[C@@H]1C[C@@H](C[C@H]1C(=O)NC2(CC2)C#N)S(=O)(=O)c3ccccc3	CHEMBL3093931	4.6	IC50	A
1344	OC1CN(C1)C(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4	CHEMBL3093930	4.79	IC50	A
1345	O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCC3)S(=O)(=O)c4ccccc4	CHEMBL3093929	4.47	IC50	A
1346	O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCCC3)S(=O)(=O)c4ccccc4	CHEMBL3093928	4.77	IC50	A
1347	O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCS(=O)(=O)CC3)S(=O)(=O)c4ccccc4	CHEMBL3093926	4.8	IC50	A
1348	OC1CCN(CC1)C(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4	CHEMBL3093829	5.34	IC50	A
1349	O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCNCC3)S(=O)(=O)c4ccccc4	CHEMBL3093828	5.58	IC50	A
1350	CN1CCN(CC1)C(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4	CHEMBL3093827	5.33	IC50	A
1351	CC1CCN(CC1)C(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4	CHEMBL3093826	5.72	IC50	A
1352	O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCCCC3)S(=O)(=O)c4ccccc4	CHEMBL3093825	5.38	IC50	A
1353	O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CC4(COC4)C3)S(=O)(=O)c5ccccc5	CHEMBL3093824	4.65	IC50	A
1354	O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CC4CCC(C3)O4)S(=O)(=O)c5ccccc5	CHEMBL3093823	5.39	IC50	A
1355	C[C@@H]1CN(C[C@H](C)O1)C(=O)[C@@H]2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4	CHEMBL3093822	5.57	IC50	A
1356	O=C(NC1(CC1)C#N)[C@@H]2C[C@H](C[C@H]2C(=O)N3CCOCC3)S(=O)(=O)c4ccccc4	CHEMBL3093947	4.91	IC50	A
1357	O=C(NCC#N)[C@@H]1C[C@H](C[C@H]1C(=O)N2CCOCC2)S(=O)(=O)c3ccccc3	CHEMBL3093940	4.93	IC50	A
1359	CC[C@H](C)[C@H](N(C)C)C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)\C=C\C(=O)N1[C@@H](C)C(=CC1=O)OC	CHEMBL541700	8.3	IC50	C
1360	CC[C@H](C)[C@H](N(C)C)C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)\C=C\C(=O)N1[C@@H](C)C(=CC1=O)OC	CHEMBL541700	7.33	IC50	B
1361	COc1ccccc1CCC(=O)NC2(CCCCC2)C(=O)NCC#N	CHEMBL3218467	4.6	Ki	A
1362	O=C(CCC1CCCC1)NC2(CCCCC2)C(=O)NCC#N	CHEMBL3218471	4.53	Ki	A
1363	O=C(NC1(CCCCC1)C(=O)NCC#N)[C@H]2C[C@@H]2c3ccccc3	CHEMBL3218473	4.88	Ki	A
1364	O=C(NC1(CCCCC1)C(=O)NCC#N)OCc2ccccc2	CHEMBL200151	4.58	Ki	A
1365	O=CCNC(=O)C1(CCCCC1)NC(=O)OCc2ccccc2	CHEMBL3218476	6.09	Ki	B
1366	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	CHEMBL374508	7.8	IC50	B
1367	Cl.CC(C)[C@@H](N)C(=O)Nc1ccc2nc(SCC(=O)c3ccc4ccccc4c3)sc2c1	CHEMBL3218764	5.23	IC50	A
1368	Cl.N[C@@H](C(=O)Nc1ccc2nc(SCC(=O)c3ccc4ccccc4c3)sc2c1)c5ccccc5	CHEMBL3218765	5.36	IC50	A
1369	Cc1onc(NC(=O)Cn2nnc(n2)c3ccc(NC(=O)c4ccc(F)cc4)cc3)c1	CHEMBL3218778	4.61	IC50	A
1370	COc1ccc(cc1)C(=O)Nc2ccc3nc(SCC(=O)c4ccccc4)sc3c2	CHEMBL3218779	4.5	IC50	A
1371	COc1ccc(cc1C(=O)C(C)(C)c2cc(Cl)cc(Cl)c2)C(=O)NCc3ccnc(n3)C#N	CHEMBL3354494	5.25	IC50	A
1372	CN(C)CCOc1ccc(cc1C(=O)C(C)(C)c2cc(Cl)cc(Cl)c2)C(=O)NCC(=O)NCC#N	CHEMBL3354493	4.0	IC50	A
1373	CCCN1CCN(CC1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)NCC#N	CHEMBL371064	5.49	Ki	A
1374	CN(N(CC(=O)N1CCOCC1)C#N)C(=O)OC(C)(C)C	CHEMBL3342186	5.77	Ki	A
1375	CC(C)(C)OC(=O)NN(CC(=O)N(Cc1ccccc1)Cc2ccccc2)C#N	CHEMBL3342185	6.73	Ki	B
1376	CN(Cc1ccccc1)C(=O)CN(NC(=O)OC(C)(C)C)C#N	CHEMBL3342184	6.64	Ki	B
1377	CC(C)(C)OC(=O)NN(CC(=O)N1CCOCC1)C#N	CHEMBL3342183	6.24	Ki	B
1378	CC(=CCC\C(=C/Cc1c(O)cc(O)c(C(=O)CCc2ccc(O)cc2)c1O)\C)C	CHEMBL3360923	6.0	IC50	B
1379	CC(=CCc1cc(CCC(=O)c2c(O)cc3OC(C)(C)CCc3c2O)ccc1O)C	CHEMBL3352911	5.48	IC50	A
1380	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	CHEMBL374508	7.52	IC50	B
1381	Nc1cc(Cl)ccc1C(=O)NC2(CCCCC2)C(=O)NCC#N	CHEMBL3605409	5.0	Ki	A
1382	Nc1cc(Br)ccc1C(=O)NC2(CCCCC2)C(=O)NCC#N	CHEMBL3605410	4.96	Ki	A
1383	FC(F)(F)C(=O)Nc1cc(Cl)ccc1C(=O)NC2(CCCCC2)C(=O)NCC#N	CHEMBL3605411	5.92	Ki	A
1384	Nc1ccc(cc1F)C(=O)NC2(CCCCC2)C(=O)NCC#N	CHEMBL3605413	6.14	Ki	B
1385	CCCN1CCN(CC1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)NCC#N	CHEMBL371064	6.3	Ki	B
1386	NC(=S)N\N=C(/c1ccccc1)\c2cccc(c2)C(=O)c3ccccc3	CHEMBL3629191	8.01	IC50	C
1387	NC(=S)N\N=C(/c1ccccc1)\c2cc(cc(c2)C(=O)c3ccccc3)C(=O)c4ccccc4	CHEMBL3629192	7.25	IC50	B
1388	NC(=S)N\N=C(/c1ccccc1)\c2cccc(c2)C(O)c3ccccc3	CHEMBL3629193	7.62	IC50	B
1389	NC(=S)N\N=C(/c1ccc(F)cc1)\c2cccc(c2)C(=O)c3ccc(F)cc3	CHEMBL3629194	7.84	IC50	B
1390	NC(=S)N\N=C(/c1ccc(Br)cc1)\c2cccc(c2)C(=O)c3ccc(Br)cc3	CHEMBL3629195	5.82	IC50	A
1391	COc1ccc(cc1)C(=O)c2cccc(c2)\C(=N\NC(=S)N)\c3ccc(OC)cc3	CHEMBL3629197	5.29	IC50	A
1392	NC(=S)N\N=C(/c1ccc(O)cc1)\c2cccc(c2)C(=O)c3ccc(O)cc3	CHEMBL3629198	6.47	IC50	B
1393	Cc1cccc(c1)C(=O)c2cccc(c2)\C(=N\NC(=S)N)\c3cccc(C)c3	CHEMBL3629200	6.18	IC50	B
1394	NC(=S)N\N=C(/c1cccc(Br)c1)\c2cc(O)cc(c2)C(=O)c3cccc(Br)c3	CHEMBL3629201	5.0	IC50	A
1395	NC(=S)N\N=C(/c1cccc(O)c1)\c2cc(Br)cc(c2)C(=O)c3cccc(O)c3	CHEMBL3629202	7.14	IC50	B
1396	NC(=S)N\N=C(/c1cc(Br)cc(c1)C(=O)c2ccccc2F)\c3ccccc3F	CHEMBL3629203	8.09	IC50	C
1397	NC(=S)N\N=C(/c1cccc(Br)c1)\c2cc(Br)cc(c2)C(=O)c3cccc(Br)c3	CHEMBL3629204	4.99	IC50	A
1398	FC(F)(F)COc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CNC3)c4ccc(Cl)cn4)C(=O)NC5(CC5)C#N	CHEMBL3671327	7.05	IC50	B
1399	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccc(F)cc4Cl)C(=O)C(=O)NC5CC5	CHEMBL3649400	7.94	IC50	B
1400	CCC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(I)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NC5CC5	CHEMBL3649379	8.08	IC50	C
1401	CCCC(C)NC(=O)C(=O)[C@H](CC)NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl	CHEMBL3649397	7.78	IC50	B
1402	CC(C)(C)OC(=O)N1CC(C1)(C(=O)N2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccc(OCC(F)(F)F)cc4Cl)c5ccc(Br)cn5	CHEMBL3671326	6.12	IC50	B
1403	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NCCOC	CHEMBL3649414	8.59	IC50	C
1404	CCC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NCc5ccccc5	CHEMBL3649396	8.01	IC50	C
1405	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccc(O[C@@H](C)C(F)(F)F)cc4Cl)C(=O)C(=O)NC5CC5	CHEMBL3649406	7.13	IC50	B
1406	Cl[C@H]1CN([C@H]2[C@@H]1OCC2=O)C(=O)[C@@H](NC(=O)c3cccc(c3)n4ccnc4)C5CCCCC5	CHEMBL3648411	6.57	Ki	B
1407	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NCCc5ccccc5	CHEMBL3649410	8.7	IC50	C
1408	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NCCc5ccc6ccccc6c5	CHEMBL3639482	7.89	IC50	B
1409	CCC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ncc(Cl)cc3F)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NCc5ccccc5	CHEMBL3649422	8.22	IC50	C
1410	COC(=O)N1CC(C1)(C(=O)N2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccc(O[C@@H](C)C(F)(F)F)cc4Cl)c5ncc(Br)cc5F	CHEMBL3671360	8.15	IC50	C
1411	CC(C)(C)OC(=O)N1CC(C1)(C(=O)N2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4Cl)c5ncc(Br)cc5F	CHEMBL3671332	7.15	IC50	B
1412	C[C@H](Oc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CCN3)c4ncc(Br)cc4F)C(=O)NC5(CC5)C#N)C(F)(F)F	CHEMBL3671348	7.57	IC50	B
1413	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4C(F)(F)F)C(=O)C(=O)NC5CC5	CHEMBL3649382	7.54	IC50	B
1414	Cc1cc(ccn1)c2ccc(c(Cl)c2)S(=O)(=O)[C@@H]3C[C@H](N(C3)C(=O)C4(CCN4)c5ncc(Br)cc5F)C(=O)NC6(CC6)C#N	CHEMBL3671353	7.15	IC50	B
1415	C[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NC5CC5	CHEMBL3649395	7.55	IC50	B
1416	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)OC(C)(C)C)S(=O)(=O)c2ccc(Cl)cc2C)C(=O)C(=O)NC3CC3	CHEMBL3649363	5.59	IC50	A
1417	CC(C)(C)OC(=O)N1CCC1(C(=O)N2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccc(F)cc4Cl)c5ncc(Cl)cc5F	CHEMBL3671339	6.04	IC50	B
1418	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NC5CC5	CHEMBL3649369	8.37	IC50	C
1419	CCCCNC(=O)C(=O)[C@H](CCC)NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ncc(Cl)cc3F)S(=O)(=O)c4ccccc4Cl	CHEMBL3649421	8.21	IC50	C
1420	Fc1cc(Cl)cnc1C2(CNC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccc(OCC(F)(F)F)cc5Cl	CHEMBL3671338	7.11	IC50	B
1421	Cn1cc(cn1)c2ccc(c(Cl)c2)S(=O)(=O)[C@@H]3C[C@H](N(C3)C(=O)C4(CCN4C(=O)OC(C)(C)C)c5ncc(Cl)cc5F)C(=O)NC6(CC6)C#N	CHEMBL3671354	6.2	IC50	B
1422	CCC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NCC(F)(F)F	CHEMBL3649401	7.52	IC50	B
1423	Cn1cc(cn1)c2ccc(c(Cl)c2)S(=O)(=O)[C@@H]3C[C@H](N(C3)C(=O)C4(CCN4)c5ncc(Br)cc5F)C(=O)NC6(CC6)C#N	CHEMBL3671357	7.0	IC50	B
1424	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)C(F)(F)F)S(=O)(=O)c3ccccc3C(F)(F)F)C(=O)C(=O)NC4CC4	CHEMBL3649368	5.52	IC50	A
1425	Clc1ccc(cc1)C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](CC4CCCCC4)C(=O)C(=O)NC5CC5)S(=O)(=O)c6ccccc6Cl	CHEMBL3649391	7.63	IC50	B
1426	Cl[C@H]1CN([C@H]2[C@@H]1OCC2=O)C(=O)[C@@H](NC(=O)c3ccccc3)C4CCCCC4	CHEMBL3648398	7.0	Ki	B
1427	C[C@H](Oc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CCN3C(=O)OC(C)(C)C)c4ncc(Br)cc4F)C(=O)NC5(CC5)C#N)C(F)(F)F	CHEMBL3671342	6.72	IC50	B
1428	Cn1cc(cn1)c2ccc(c(Cl)c2)S(=O)(=O)[C@@H]3C[C@H](N(C3)C(=O)C4(CCN4)c5ncc(Cl)cc5F)C(=O)NC6(CC6)C#N	CHEMBL3671356	7.09	IC50	B
1429	Fc1cc(Br)cnc1C2(CNC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccccc5Cl	CHEMBL3671334	8.34	IC50	C
1430	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1c2ccccc2[N+](=O)[O-])S(=O)(=O)c3ccccc3C(F)(F)F)C(=O)C(=O)NC4CC4	CHEMBL3649364	5.81	IC50	A
1431	Cl[C@@H]1CN([C@H]2[C@@H]1OCC2=O)C(=O)[C@@H](NC(=O)c3cccc(c3)n4ccnc4)C5CCCCC5	CHEMBL3648412	5.72	Ki	A
1432	CN1CC(C1)(C(=O)N2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)c4ccccc4Cl)c5ncc(Br)cc5F	CHEMBL3671335	7.4	IC50	B
1433	Fc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CCN3)c4ncc(Cl)cc4F)C(=O)NC5(CC5)C#N	CHEMBL3671343	5.84	IC50	A
1434	CCC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccccc4C(F)(F)F)C(=O)C(=O)NC5CC5	CHEMBL3649383	7.58	IC50	B
1435	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccc(cc4Cl)N5CCOCC5)C(=O)C(=O)NC6CC6	CHEMBL3649416	7.69	IC50	B
1436	CCC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ncc(Cl)cc3F)S(=O)(=O)c4ccccc4Cl)C(=O)C(=O)NC5CC5	CHEMBL3649385	7.97	IC50	B
1437	CC[C@H](NC(=O)[C@@H]1C[C@H](CN1c2cc(C)nn2C3CCC3)S(=O)(=O)c4ccc(Br)cc4C(F)(F)F)C(=O)C(=O)NC5CC5	CHEMBL3649367	6.69	IC50	B
1438	C[C@H](Oc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CCN3C(=O)OC(C)(C)C)c4ncc(Cl)cc4F)C(=O)NC5(CC5)C#N)C(F)(F)F	CHEMBL3671341	6.28	IC50	B
1439	O=C(NC(CC1CCCCC1)C(=O)N2CC[C@H]3OCC(=O)[C@@H]23)c4ccccc4	CHEMBL3648415	5.77	Ki	A
1440	C[C@H](Oc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CCN3C(=O)OC(C)(C)C)c4ncc(Br)cc4F)C(=O)NC5(CC5)C#N)C(F)(F)F	CHEMBL3671342	5.98	IC50	A
1441	CCC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccc(cc4Cl)N5CCOCC5)C(=O)C(=O)NC6CC6	CHEMBL3649417	7.6	IC50	B
1442	C[C@H](Oc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CCN3C(=O)OC(C)(C)C)c4ncc(Cl)cc4F)C(=O)NC5(CC5)C#N)C(F)(F)F	CHEMBL3671341	6.25	IC50	B
