	canonical_smiles	molecule_chembl_id	pchembl_value	standard_type	interval
397	COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3ccc4ccccc4c3)cc1	CHEMBL264519	7.89	Ki	B
398	COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3oc4ccc(Cl)cc4c3)cc1	CHEMBL198420	7.17	Ki	B
399	COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3cccc(c3)c4ccccc4)cc1	CHEMBL198611	7.85	Ki	B
400	COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3cccc(Oc4ccccc4)c3)cc1	CHEMBL437323	6.97	Ki	B
401	COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3ccc(cc3)N4CCOCC4)cc1	CHEMBL198494	6.83	Ki	B
402	COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3ccc(cc3)n4cncn4)cc1	CHEMBL196673	6.52	Ki	B
403	COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3ccc(Nc4nc(C)cc(C)n4)cc3)cc1	CHEMBL194405	6.75	Ki	B
404	COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)C3CCN(CC3)c4ncc(Br)cn4)cc1	CHEMBL199134	5.1	Ki	A
405	COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)C3CCCN(C3)c4ncc(Br)cn4)cc1	CHEMBL198550	5.89	Ki	A
406	COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3cnn(c3C)c4ccccc4)cc1	CHEMBL372642	6.5	Ki	B
407	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC#N	CHEMBL200374	6.16	Ki	B
408	O=C(N[C@@H](Cc1ccccc1)C(=O)NCC#N)OCc2ccccc2	CHEMBL344174	6.64	Ki	B
409	CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC#N	CHEMBL381191	6.37	Ki	B
410	CC(C)(C)OC(=O)N[C@@H](Cc1csc2ccccc12)C(=O)NCC#N	CHEMBL383781	6.54	Ki	B
411	CN1CCN(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL426819	5.2	IC50	A
412	CN1CCN(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL426819	6.47	IC50	B
413	CCCN1CCN(CC1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)NCC#N	CHEMBL371064	6.3	IC50	B
414	CCCN1CCN(CC1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)NCC#N	CHEMBL371064	7.32	IC50	B
415	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCNCC3	CHEMBL184514	5.58	IC50	A
416	CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCNCC3	CHEMBL184514	6.5	IC50	B
417	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3csc(n3)N4CCOCC4	CHEMBL199358	4.62	IC50	A
418	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)N3CCOCC3	CHEMBL200301	4.5	IC50	A
419	O=C(NCC#N)[C@H](CC1CCCCC1)NC(=O)c2ccccc2	CHEMBL200884	7.26	IC50	B
420	O=C(NCC#N)[C@H](CC1CCCCC1)NC(=O)c2ccccc2	CHEMBL200884	6.64	IC50	B
421	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N	CHEMBL200161	5.55	Ki	A
422	CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N	CHEMBL200531	4.43	Ki	A
423	O=C(N[C@@H](Cc1ccc2ccccc2c1)C(=O)NCC#N)OCc3ccccc3	CHEMBL200954	7.27	Ki	B
424	CC(O)[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N	CHEMBL371059	4.85	Ki	A
425	CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N	CHEMBL382971	4.6	Ki	A
426	CC(C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N)C(F)(F)F	CHEMBL372977	4.66	Ki	A
427	CC(C)(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N	CHEMBL200529	4.64	Ki	A
428	O=C(N[C@H](C(=O)NCC#N)c1ccccc1)OCc2ccccc2	CHEMBL200775	4.06	Ki	A
429	O=C(NC1(CCCCC1)C(=O)NCC#N)OCc2ccccc2	CHEMBL200151	4.02	Ki	A
430	Brc1cccc(c1)C(=O)NC2(CCCCC2)C(=O)NCC#N	CHEMBL200482	5.1	Ki	A
431	O=C(NC1(CCCCC1)C(=O)NCC#N)c2cccc(c2)c3ccccc3	CHEMBL200289	4.66	Ki	A
432	Nc1ccc(cc1)C(=O)NC2(CCCCC2)C(=O)NCC#N	CHEMBL200203	4.35	Ki	A
433	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)N3CCOCC3	CHEMBL200301	4.3	Ki	A
434	Brc1ccc(cc1)C(=O)NC2(CCCCC2)C(=O)NCC#N	CHEMBL370786	4.77	Ki	A
435	Brc1ccc(s1)C(=O)NC2(CCCCC2)C(=O)NCC#N	CHEMBL200167	5.23	Ki	A
436	CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)NCC#N	CHEMBL199488	4.15	Ki	A
437	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)C#C	CHEMBL200599	4.75	Ki	A
438	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3ccccc3	CHEMBL200619	4.64	Ki	A
439	CN(C)c1ccc(cc1)C(=O)NC2(CCCCC2)C(=O)NCC#N	CHEMBL198859	4.32	Ki	A
440	CN(C)c1ccc(cc1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)NCC#N	CHEMBL383186	5.5	Ki	A
441	CN1CCN(CC1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)NCC#N	CHEMBL440035	5.02	Ki	A
442	CCCN1CCN(CC1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)NCC#N	CHEMBL371064	4.75	Ki	A
443	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3ccc(cc3)N4CCNCC4	CHEMBL371133	5.1	Ki	A
444	OCCN1CCC(CC1)Oc2ccc(cc2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL372410	5.04	Ki	A
445	CN(C1CCN(C)C1)c2ccc(cc2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL381190	5.7	Ki	A
446	CN1CCC(CC1)Oc2ccc(cc2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL200426	5.25	Ki	A
447	CC(C)(C)N1CCN(CC1)c2ccc(cc2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL200672	4.96	Ki	A
448	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3ccc(cc3)S(=O)(=O)N4CCNCC4	CHEMBL370165	6.37	Ki	B
449	FC1(CCNCC1)c2ccc(cc2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL200788	6.05	Ki	B
450	FC(F)(F)CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL197440	6.27	Ki	B
451	CN1CCCC(C1)Oc2ccc(cc2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL435913	5.64	Ki	A
452	COCCN1CCC(CC1)Oc2ccc(cc2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL199214	5.92	Ki	A
453	CN1CCC[C@H]1COc2ccc(cc2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL198802	5.4	Ki	A
454	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3ccc(cc3)c4oncc4	CHEMBL199014	6.38	Ki	B
455	CC(C)(C)NC1CCN(CC1)c2ccc(cc2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL199163	5.8	Ki	A
456	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3csc(CN4CCOCC4)n3	CHEMBL381026	5.66	Ki	A
457	CN(C)C1CCN(C1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL199470	4.92	Ki	A
458	CN1CCC(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL200455	4.82	Ki	A
459	CN1CCN(Cc2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N)CC1	CHEMBL200506	4.72	Ki	A
460	N[C@@H]1CCN(C1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL200507	5.12	Ki	A
461	CN1CCC(C)(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL200166	5.12	Ki	A
462	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3csc(OC4CCNCC4)n3	CHEMBL200744	4.96	Ki	A
463	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3csc(n3)N4CCOCC4	CHEMBL199358	4.13	Ki	A
464	CC(C)NC1CCN(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL200287	4.92	Ki	A
465	CN(N1CCN(C)CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL414669	5.05	Ki	A
466	CC(C)N(C)C1CCN(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL200596	4.82	Ki	A
467	COCCN1CCN(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL200602	5.19	Ki	A
468	CN1CCN(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL426819	5.22	Ki	A
469	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3csc(n3)N4CCC(CC4)N5CCOCC5	CHEMBL200494	4.8	Ki	A
470	O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3csc(n3)N4CCC(CC4)N5CCCCC5	CHEMBL198798	5.06	Ki	A
471	CC(C)(C)N1CCN(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)NCC#N	CHEMBL200708	5.06	Ki	A
472	CC(C)(C)OC(=O)N[C@@H](N1CCCCC1)C(=O)N2[C@@H]([C@H]2C(=O)OCc3ccccc3)C(=O)OCc4ccccc4	CHEMBL198858	5.19	Ki	A
473	CCOC(=O)[C@H]1[C@@H](N1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C(C)C)N2CCC2)C(=O)OCC	CHEMBL197012	5.32	Ki	A
474	CCCC[C@H](NC(=O)OC(C)(C)C)C=O	CHEMBL96875	5.05	IC50	A
475	CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCCC1)\C=N\NC(=O)N3CCc4ccccc34	CHEMBL426308	5.47	IC50	A
476	CCCC[C@H](NC(=O)O[C@H](Cc1ccccc1)C(C)C)\C=N\NC(=O)N2CCOCC2	CHEMBL203663	7.92	IC50	B
477	CCCC[C@H](NC(=O)O[C@@H](C)Cc1ccccc1)\C=N\NC(=O)N2CCOCC2	CHEMBL204605	6.27	IC50	B
478	CCCC[C@H](NC(=O)OC(C)(C)C)\C=N\NC(=O)N1CCc2ccccc12	CHEMBL381715	4.85	IC50	A
479	CCCC[C@H](NC(=O)OC(C)(C)C)\C=N\NC(=O)N1CCOCC1	CHEMBL205173	4.96	IC50	A
480	CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCCC1)C=O	CHEMBL117658	5.7	IC50	A
481	CCCC[C@H](NC(=O)O[C@H](Cc1ccccc1)C(C)C)C=O	CHEMBL113948	7.92	IC50	B
482	CCCC[C@H](NC(=O)O[C@@H](C)Cc1ccccc1)C=O	CHEMBL114161	6.13	IC50	B
483	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3CCCN(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL286364	8.66	Ki	C
484	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@@H]3CC[C@H](C)N(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL202991	8.41	Ki	C
485	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@@H]3CC[C@@H](C)N(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL203224	8.35	Ki	C
486	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3CC[C@H](C)N(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL377713	8.1	Ki	C
487	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3CC[C@@H](C)N(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL203665	10.17	Ki	nan
488	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@@H]3C[C@H](C)CN(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL440574	8.0	Ki	C
489	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@@H]3C[C@@H](C)CN(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL205068	6.82	Ki	B
490	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3C[C@H](C)CN(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL205172	9.2	Ki	C
491	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3C[C@@H](C)CN(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL438435	6.8	Ki	B
492	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@@H]3[C@H](C)CCN(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL203556	7.35	Ki	B
493	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@@H]3[C@@H](C)CCN(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL204169	7.28	Ki	B
494	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3[C@H](C)CCN(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL203845	8.38	Ki	C
495	CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3[C@@H](C)CCN(CC3=O)S(=O)(=O)c4ccccn4	CHEMBL202668	10.4	Ki	nan
496	COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1	CHEMBL64765	7.58	Ki	B
497	CCOC(=O)C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CCC3CCCCC3)NC(=O)c4cccc(OC)c4	CHEMBL383469	5.76	Ki	A
498	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@H](CN3CCc4cc(F)ccc34)Cc5ccc(O)cc5	CHEMBL381388	5.47	Ki	A
499	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@@H](CCN3CCOCC3)CN4CCc5cc(F)ccc45	CHEMBL203052	8.3	Ki	C
500	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@@H](CCCN)CN3CCc4cc(F)ccc34	CHEMBL383549	7.38	Ki	B
501	COc1cccc(c1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](CCS(=O)(=O)C)CN2CCc3cc(F)ccc23	CHEMBL202747	7.72	Ki	B
502	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@H](CN3CCc4cc(F)ccc34)[C@@H](C)O	CHEMBL205566	7.7	Ki	B
503	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@@H](CCO)CN3CCc4cc(F)ccc34	CHEMBL380712	5.75	Ki	A
504	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@@H](CO)CN3CCc4cc(F)ccc34	CHEMBL204125	4.81	Ki	A
505	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@H](CN3CCc4cc(F)ccc34)[C@@H](C)OCc5ccccc5	CHEMBL206057	8.7	Ki	C
506	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@@H](CSCc3ccccc3)CN4CCc5cc(F)ccc45	CHEMBL383648	5.3	Ki	A
507	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@@H](COCc3ccccc3)CN4CCc5cc(F)ccc45	CHEMBL206653	6.42	Ki	B
508	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@H](CN3CCc4cc(F)ccc34)Cc5ccccc5	CHEMBL206239	5.04	Ki	A
509	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@@H](CC(C)C)CN3CCc4cc(F)ccc34	CHEMBL206512	5.75	Ki	A
510	COc1cccc(c1)C(=O)N[C@@H](CCC2CCCCC2)C(=O)N[C@H](CN3CCc4cc(F)ccc34)C(C)C	CHEMBL382245	6.82	Ki	B
511	COc1ccc(NC[C@@H](C)NC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1	CHEMBL203325	7.12	Ki	B
512	COc1ccc(NC[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1	CHEMBL203328	8.8	Ki	C
513	CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCN2CCc3cc(F)ccc23	CHEMBL203480	7.96	Ki	B
514	CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCN2CCc3cc(Cl)ccc23	CHEMBL379230	7.77	Ki	B
515	CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCN2CCc3ccccc23	CHEMBL205835	7.06	Ki	B
516	CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCNc2ccc(F)cc2	CHEMBL205196	7.21	Ki	B
517	CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCNc2ccc(Cl)cc2	CHEMBL379901	7.04	Ki	B
518	CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCNc2ccc(OC(F)(F)F)cc2	CHEMBL206050	6.92	Ki	B
519	COc1cc(C)c(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)c(C)c1	CHEMBL202958	7.85	Ki	B
520	COc1c(C)cc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1C	CHEMBL379253	7.7	Ki	B
521	COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1	CHEMBL64765	8.15	Ki	C
522	CS(=O)(=O)CC[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5cc(Cl)ccc5n4	CHEMBL205240	6.43	Ki	B
523	C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5cc(Cl)ccc5n4	CHEMBL205432	5.01	Ki	A
524	Fc1ccc2N(C[C@H](COCc3ccccc3)NC(=O)[C@H](CC4CCCCC4)Nc5oc6ccccc6n5)CCc2c1	CHEMBL380756	5.83	Ki	A
525	C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5ccccc5n4	CHEMBL203165	5.55	Ki	A
526	C[C@@H](CN1CC(C)(C)c2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5c(Cl)cccc5n4	CHEMBL381186	6.91	Ki	B
527	C[C@@H](CN1c2ccc(F)cc2CC1(C)C)NC(=O)[C@H](CC3CCCCC3)Nc4oc5c(Cl)cccc5n4	CHEMBL381940	5.33	Ki	A
528	C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5c(Cl)cccc5n4	CHEMBL206749	6.07	Ki	B
529	C[C@@H](CNc1cccc(c1)S(=O)(=O)C)NC(=O)[C@H](CC2CCCCC2)Nc3oc4c(Cl)cccc4n3	CHEMBL380832	6.7	Ki	B
530	C[C@@H](CNc1ccc(cc1)S(=O)(=O)C)NC(=O)[C@H](CC2CCCCC2)Nc3oc4c(Cl)cccc4n3	CHEMBL205709	6.97	Ki	B
531	COc1ccc(NC[C@H](C)NC(=O)[C@H](CC2CCCCC2)Nc3oc4c(Cl)cccc4n3)cc1	CHEMBL381355	7.62	Ki	B
532	COC(=O)c1ccc2nc(N[C@@H](CC3CCCCC3)C(=O)NCCNc4ccc(F)cc4)oc2c1	CHEMBL205191	5.76	Ki	A
533	Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4c(Cl)cccc4n3)cc1	CHEMBL204791	6.27	Ki	B
534	Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4ccc(Cl)cc4n3)cc1	CHEMBL380721	4.93	Ki	A
535	Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4cc(Cl)ccc4n3)cc1	CHEMBL205446	5.13	Ki	A
536	Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4cc(F)ccc4n3)cc1	CHEMBL439688	5.04	Ki	A
537	Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4ccc(F)cc4n3)cc1	CHEMBL206934	5.08	Ki	A
538	CCCC[C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F	CHEMBL206169	5.71	IC50	A
539	CC(C)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N	CHEMBL204277	7.89	IC50	B
540	CC(C)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NCC#N	CHEMBL204276	7.47	IC50	B
541	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)N3CCNCC3)C(F)(F)F)C(=O)NCC#N	CHEMBL195454	7.33	IC50	B
542	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)c3ccncc3)C(F)(F)F)C(=O)NCC#N	CHEMBL377285	6.47	IC50	B
543	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N	CHEMBL382820	5.62	IC50	A
544	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc3[nH]ccc23)C(F)(F)F)C(=O)NCC#N	CHEMBL207891	5.52	IC50	A
545	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ncccn2)C(F)(F)F)C(=O)NCC#N	CHEMBL378583	5.73	IC50	A
546	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2onc(C)n2)C(F)(F)F)C(=O)NCC#N	CHEMBL382038	6.5	IC50	B
547	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2nccs2)C(F)(F)F)C(=O)NCC#N	CHEMBL381758	6.06	IC50	B
548	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccsc2)C(F)(F)F)C(=O)NCC#N	CHEMBL381621	5.83	IC50	A
549	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccncc2)C(F)(F)F)C(=O)NCC#N	CHEMBL206024	7.1	IC50	B
550	CC(C)C[C@H](N[C@@H](c1ccc(cc1)C(=O)c2ccccc2)C(F)(F)F)C(=O)NCC#N	CHEMBL426493	5.72	IC50	A
551	CC(C)C[C@H](N[C@@H](c1ccc(Oc2ccccc2)cc1)C(F)(F)F)C(=O)NCC#N	CHEMBL206913	6.11	IC50	B
552	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc(c2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N	CHEMBL206912	5.83	IC50	A
553	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N)C(F)(F)F)C(=O)NCC#N	CHEMBL207554	6.33	IC50	B
554	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N	CHEMBL437501	6.58	IC50	B
555	CSc1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F	CHEMBL437694	6.28	IC50	B
556	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C#N)C(F)(F)F)C(=O)NCC#N	CHEMBL380425	6.46	IC50	B
557	COc1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F	CHEMBL203944	6.25	IC50	B
558	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(C)cc2)C(F)(F)F)C(=O)NCC#N	CHEMBL208278	6.09	IC50	B
559	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cc(F)cc(F)c2)C(F)(F)F)C(=O)NCC#N	CHEMBL208481	5.52	IC50	A
560	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(F)c(F)c2)C(F)(F)F)C(=O)NCC#N	CHEMBL205504	6.0	IC50	B
561	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(F)cc2)C(F)(F)F)C(=O)NCC#N	CHEMBL205929	6.05	IC50	B
562	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc(F)c2)C(F)(F)F)C(=O)NCC#N	CHEMBL207769	5.55	IC50	A
563	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccccc2F)C(F)(F)F)C(=O)NCC#N	CHEMBL382576	5.78	IC50	A
564	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccccc2)C(F)(F)F)C(=O)NCC#N	CHEMBL204792	5.83	IC50	A
565	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N	CHEMBL437501	5.91	IC50	A
566	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)N3CCNCC3)C(F)(F)F)C(=O)NCC#N	CHEMBL195454	7.8	IC50	B
567	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccc(C)cc2)C#N	CHEMBL205087	5.0	IC50	A
568	CC(C)C[C@H](NC(=O)Cn1ccnc1C)C(=O)N[C@@H](COCc2ccccc2)C#N	CHEMBL208253	6.18	IC50	B
569	CC(C)C[C@H](NC(=O)Cc1[nH]cnc1C)C(=O)N[C@@H](COCc2ccccc2)C#N	CHEMBL208359	6.96	IC50	B
570	CC(C)C[C@H](NC(=O)c1cc2ccccc2n1C)C(=O)N[C@@H](COCc3ccccc3)C#N	CHEMBL208284	7.08	IC50	B
571	CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)N[C@@H](COCc3ccccc3)C#N	CHEMBL207827	6.81	IC50	B
